"Compound name","Smiles","logkp (cm/s)","skin donor type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","flux","notes","reference","DOI"
"Nortriptyline hydrocloride","CNCCC=C1c2ccccc2CCc2c1cccc2.Cl","-7.959","Abdominoplasty","abdomen","epidermis","heat separation","-26","90","0","","5.5","PBS","","5.5","PBS","Franz cell","","","Melero, 2008","10.1016/j.ejpb.2007.11.012"
"Nortriptyline hydrocloride","CNCCC=C1c2ccccc2CCc2c1cccc2.Cl","-6.444","Abdominoplasty","abdomen","epidermis","heat separation","-26","90","0","","7.4","PBS","","7.4","PBS","Franz cell","","","Melero, 2008","10.1016/j.ejpb.2007.11.012"
"o-Chlorophenol","Oc1ccccc1Cl","-5.037","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"o-Cresol","Cc1ccccc1O","-5.36","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"o-Cresyl glycidyl ether","Cc1ccccc1OCC1CO1","-7.588","Mammaplasty","breast","epidermis, dermis","dermatomed","","0.125","0","32","","","","7.4","Hanks balanced salt solution","Flow through cell","","receptor- Hanks balanced salt solution, no phenol red and sodium bicarbonate, contains HEPES, BSA and gentamicin","Boogaard, 2000","10.1080/004982500237488"
"o-Phenylenediamine","Nc1ccccc1N","-6.903","Cadaver","abdomen","epidermis","heat separation","4","28","0","32","9.7","Borate buffer","32","","NaCl solution","Glass diffusion cell","","","Bronaugh, 1984","10.1111/1523-1747.ep12263302"
"o-t-Butylphenol","Oc1ccccc1C(C)(C)C","-4.685","Abdominoplasty","abdomen","epidermis","heat separation","-20","90","0","32","7.4","PBS","32","","PBS with ethanol","Franz cell","","","Zhang, 2009","10.1007/s11095-009-9912-4"
"Octylparaben","CCCCCCCCOC(=O)c1ccc(cc1)O","-5.588","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"Oleic acid","CCCCCCCC/C=CCCCCCCCC(=O)O","-6.442","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"Ouabain","OC[C@@]12[C@H](O)C[C@@H](C[C@@]2(O)CCC2C1[C@H](O)C[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O","-8.959","Cadaver","thigh","epidermis, dermis","dermatomed 750um, hydrated","4","","0","","","","","7","Ringer solution","Glass diffusion cell","","","Galey, 1976","10.1111/1523-1747.ep12598596"
"Ouabain","OC[C@@]12[C@H](O)C[C@@H](C[C@@]2(O)CCC2C1[C@H](O)C[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O","-9.653","Cadaver","thigh","epidermis, dermis","","4","14","0","30","7","","30","6.5","Ringer solution","Glass diffusion cell","Jss_max= 0.008 (0.005-0.02) ug/(cm^2*h); c= 10mg/ml","maximum flux value used for kp calculation","Michaels A. S., 1975","10.1002/aic.690210522"
"Ouabain","OC[C@@]12[C@H](O)C[C@@H](C[C@@]2(O)CCC2C1[C@H](O)C[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O","-4.83","Cadaver","thigh","dermis","heat separation, hydrated","4","","0","","","","","7","Ringer solution","Glass diffusion cell","","","Galey, 1976","10.1111/1523-1747.ep12598596"
"Oxprenolol","C=CCOc1ccccc1OCC(CNC(C)C)O","-6.369","Abdominoplasty","abdomen","epidermis, dermis","dermatomed 1200um, hydrated","-20","","0","32","7.4","Sorensen buffer","32","7.6","Sorensen buffer","Franz cell","","","Modamio, 2000","10.1016/S0378-5173(99)00380-4"
"p-Bromophenol","Oc1ccc(cc1)Br","-4.999","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"p-Chlorophenol","Oc1ccc(cc1)Cl","-4.996","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"p-Cresol","Cc1ccc(cc1)O","-4.477","Abdominoplasty","abdomen","stratum corneum","trypsinisation","","","0","","4","Succinate solution","","","","Flow through cell","","","Anderson, 1989","10.1111/1523-1747.ep12277592"
"p-Cresol","Cc1ccc(cc1)O","-5.313","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"p-Ethylphenol","CCc1ccc(cc1)O","-5.014","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"p-n-Butylphenol","CCCCc1ccc(cc1)O","-4.671","Abdominoplasty","abdomen","epidermis","heat separation","-20","90","0","32","7.4","PBS","32","","PBS with ethanol","Franz cell","","","Zhang, 2009","10.1007/s11095-009-9912-4"
"p-Nitrophenol","Oc1ccc(cc1)[N+](=O)[O-]","-5.81","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"p-Phenylenediamine","Nc1ccc(cc1)N","-7.176","Cadaver","abdomen","epidermis","heat separation","4","28","0","32","9.7","Borate buffer","32","","NaCl solution","Glass diffusion cell","","","Bronaugh, 1984","10.1111/1523-1747.ep12263302"
"Paraquat","C[n+]1ccc(cc1)c1cc[n+](cc1)C","-8.617","Cadaver","abdomen","","","7","4","0","30","","","30","","","","","","Scott, 1990","10.1111/1523-1747.ep12475447"
"Parathion","CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC","-7.28","Cadaver","back","epidermis, dermis","dermatomed 500um","","","1","37","","","37","","Cell culture medium","Flow through cell","","","Wester, 2000","10.1006/taap.2000.9028"
"Phenobarbital","CCC1(C(=O)NC(=O)NC1=O)c1ccccc1","-6.9","Cadaver","abdomen","epidermis, dermis","fat removed","4","0.5","0","30","5.0","NaOH","37","7.4","PBS","Franz cell","","","Hadgraft, 1987","10.1016/0378-5173(87)90210-9"
"Phenol","Oc1ccccc1","-5.586","Abdominoplasty","abdomen","epidermis","heat separation","-17","","0","37","","Water","37","7.4","PBS","Franz cell","","","du Plessis, 2002","10.1016/S0928-0987(02)00085-4"
"Phenol","Oc1ccccc1","-5.614","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"Phloroglucinol","Oc1cc(O)cc(c1)O","-6.066","Abdominoplasty","abdomen","epidermis","heat separation","-17","","0","37","","Water","37","7.4","PBS","Franz cell","","","du Plessis, 2002","10.1016/S0928-0987(02)00085-4"
"Prazosin hydrochloride","COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1.Cl","-5.711","Cadaver","abdomen","epidermis","heat separation","","","0","37","","","37","","NaCl solution with gentamicin (0.016%)","Vertical flow diffusion cell","","reported as average permeation rate; PubMed: pubmed.ncbi.nlm.nih.gov/11233083/","Ghosh, 2000","null"
"Prednisolone","OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C","-7.906","","abdomen","dermis","heat separation","-20","","0","25","","","25","","","Glass diffusion cell","","kp value obtained using steady-state model I reported in publication","Siddiqui, 1989","10.1007/bf01061455"
"Pregnenolone","O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2C(=O)C)C)C1)C","-6.38","","","epidermis","","","","0","26","","","26","","","","","","Scheuplein, 1969","10.1038/jid.1969.9"
"Progesterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C","-5.079","Cadaver","abdomen, chest, back","epidermis","heat separation","5","7","0","","","","","","","Glass diffusion cell","","","Johnson, 1995","10.1002/jps.2600840922"
"Progesterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C","-5.442","Cadaver","abdomen, back","epidermis","heat separation","4","7","0","25","","PBS","25","","PBS","Glass diffusion cell","","","Mitragotri, 1995","10.1002/jps.2600840607"
"Progesterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C","-5.255","","","epidermis","heat separation","","","0","","7.4","PBS","","7.4","PBS","Glass diffusion cell","","","Mitragotri, 2000","10.1023/A:1007547809430"
"Progesterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C","-6.38","","","epidermis","","","","0","26","","","26","","","","","","Scheuplein, 1969","10.1038/jid.1969.9"
"Propoxur","CNC(=O)Oc1ccccc1OC(C)C","-6.324","Abdominoplasty","abdomen","epidermis, dermis","","","","0","32","","60 % Ethanol in water","36","7.4","0.9% NaCl, 0.01% sodium azide, 3% BSA","","Jss= 4.7±0.4 ug/(cm^2*h); c=2.75mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Propoxur","CNC(=O)Oc1ccccc1OC(C)C","-5.878","Abdominoplasty","abdomen","epidermis, dermis","","","","0","32","","60 % Ethanol in water","36","7.4","0.9% NaCl, 0.01% sodium azide, 3% BSA","","Jss= 13.1±1.5 ug/(cm^2*h); c=2.75mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Propoxur","CNC(=O)Oc1ccccc1OC(C)C","-5.797","Mammaplasty","breast","epidermis, dermis","","","","0","32","","60 % Ethanol in water","36","7.4","0.9% NaCl, 0.01% sodium azide, 3% BSA","","Jss= 15.8±0.6 ug/(cm^2*h); c=2.75mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Propoxur","CNC(=O)Oc1ccccc1OC(C)C","-5.912","Mammaplasty","breast","epidermis, dermis","","","","0","32","","10 % Ethanol in water","36","7.4","0.9% NaCl, 0.01% sodium azide, 3% BSA","","Jss= 11.5±0.8 ug/(cm^2*h); c=2.61mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Propranolol","OC(COc1cccc2c1cccc2)CNC(C)C","-6.306","Abdominoplasty","abdomen","epidermis, dermis","dermatomed 1200um, hydrated","-20","","0","32","7.4","Sorensen buffer","32","7.6","Sorensen buffer","Franz cell","","","Modamio, 2000","10.1016/S0378-5173(99)00380-4"
"Propranolol-HCl","OC(COc1cccc2c1cccc2)CNC(C)C.Cl","-7.879","Amputated limb","thigh","epidermis","heat separation","4","7","0","32","7.4","PBS","","","","","","","Hirvonen, 1991","10.1023/a:1015824100788"
"Propranolol-HCl","OC(COc1cccc2c1cccc2)CNC(C)C.Cl","-4.705","Cadaver","abdomen","epidermis","heat separation","","","0","37","","","37","","NaCl solution with gentamicin (0.016%)","Vertical flow diffusion cell","","reported as average permeation rate; PubMed: pubmed.ncbi.nlm.nih.gov/11233083/","Ghosh, 2000","null"
"Propylparaben","CCCOC(=O)c1ccc(cc1)O","-5.41","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"Pyrogallol","Oc1c(O)cccc1O","-6.366","Abdominoplasty","abdomen","epidermis","heat separation","-17","","0","37","","Water","37","7.4","PBS","Franz cell","","","du Plessis, 2002","10.1016/S0928-0987(02)00085-4"
"Raffinose","OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O","-8.208","","","epidermis","heat separation","","","0","37","7.5","PBS with sodium azide","37","7.5","PBS with sodium azide","Glass diffusion cell","","dual permeation study: sucrose and raffinose","Peck, 1994","10.1023/A:1018998529283"
"Ranitidine","CN/C(=C[N+](=O)[O-])/NCCSCc1ccc(o1)CN(C)C","-7.608","Abdominoplasty","abdomen","epidermis, dermis","","-70","21","0","32","","","37","7.4","PBS","Franz cell","","","Degim, 2003","10.1002/jps.10312"
"Resorcinol","Oc1cccc(c1)O","-6.626","Abdominoplasty","abdomen","epidermis","heat separation","-17","","0","37","","Water","37","7.4","PBS","Franz cell","","","du Plessis, 2002","10.1016/S0928-0987(02)00085-4"
"Resorcinol","Oc1cccc(c1)O","-7.176","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"Salicylic acid","OC(=O)c1ccccc1O","-6.588","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"Salicylic acid","OC(=O)c1ccccc1O","-5.416","Abdominoplasty","abdomen","epidermis, dermis","","","","0","","","Water","37","7.4","PBS","Franz cell","","","Degim, 1998","10.1016/S0378-5173(98)00113-6"
"Salicylic acid","OC(=O)c1ccccc1O","-5.76","Cadaver","abdomen","epidermis, dermis","fat removed","4","0.5","0","30","3.0","HCl","37","3.0","HCl","Franz cell","","","Hadgraft, 1987","10.1016/0378-5173(87)90210-9"
"Salicylic acid","OC(=O)c1ccccc1O","-7.556","Cadaver","","epidermis","heat separation","4","14","0","","","PBS","","","PBS","Franz cell","","","Mitragotri, 1996","10.1023/A:1016096626810"
"Salicylic acid","OC(=O)c1ccccc1O","-5.136","Abdominoplasty or mammaplasty","abdomen, breast","epidermis, dermis","dermatomed 408um","-18","180","0","32","2.5","PBS","37","7.4","PBS","Franz cell","","","Qvist, 2000","10.1016/S0928-0987(00)00091-9"
"Salicylic acid","OC(=O)c1ccccc1O","-6.216","Cadaver","abdomen","epidermis, dermis","dermatomed 600um","-80","60","0","32","","Propylene glycol/Water (9:1)","","","PBS with ethanol","Franz cell","Jss= 21.9±1.8 ug/(cm^2*h); c=1%","","Schmook, 2001","10.1016/S0378-5173(00)00665-7"
"Scopolamine","OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2N([C@H](C1)[C@@H]1[C@H]2O1)C","-7.852","Cadaver","thigh","epidermis, dermis","","4","14","0","30","9.6","","30","6.5","Ringer solution","Glass diffusion cell","Jss_max= 3.8 (2.0-8.0) ug/(cm^2*h); c= 75mg/ml","maximum flux value used for kp calculation","Michaels A. S., 1975","10.1002/aic.690210522"
"Scopolamine","OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2N([C@H](C1)[C@@H]1[C@H]2O1)C","-9.128","Cadaver","thigh","epidermis, dermis","","4","14","0","30","4","","30","6.5","Ringer solution","Glass diffusion cell","Jss= 1.3 ug/(cm^2*h); c=520mg/ml, Jss= 0.13 ug/(cm^2*h); c=52mg/ml, Jss= 0.016 ug/(cm^2*h); c=5.2mg/ml","","Michaels A. S., 1975","10.1002/aic.690210522"
"Scopolamine","OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2N([C@H](C1)[C@@H]1[C@H]2O1)C","-8.862","Cadaver","thigh","epidermis, dermis","","4","14","0","30","6.6","","30","6.5","Ringer solution","Glass diffusion cell","Jss= 2.2 ug/(cm^2*h); c=470mg/ml, Jss= 0.19 ug/(cm^2*h); c=47mg/ml, Jss= 0.03 ug/(cm^2*h); c=4.7mg/ml","","Michaels A. S., 1975","10.1002/aic.690210522"
"Scopolamine","OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2N([C@H](C1)[C@@H]1[C@H]2O1)C","-8.221","Cadaver","thigh","epidermis, dermis","","4","14","0","30","9.6","","30","6.5","Ringer solution","Glass diffusion cell","Jss= 3.6 ug/(cm^2*h); c=110mg/ml, Jss= 0.15 ug/(cm^2*h); c=11mg/ml, Jss= 0.025 ug/(cm^2*h); c=1.1mg/ml","","Michaels A. S., 1975","10.1002/aic.690210522"
"Sucrose","OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","-8.583","Abdominoplasty or cadaver","","stratum corneum","trypsinisation","4","8.5 (7-10)","0","37","4","Succinate solution","37","4","Succinate solution","Flow through cell","","","Anderson, 1988","10.1023/a:1015989929342"
"Sucrose","OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","-8.84","Abdominoplasty or cadaver","","epidermis, dermis","dry heat separation","4","8.5 (7-10)","0","37","4","Succinate solution","37","4","Succinate solution","Flow through cell","","","Anderson, 1988","10.1023/a:1015989929342"
"Sucrose","OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","-8.84","Cadaver","","epidermis","heat separation","4","14","0","","","PBS","","","PBS","Franz cell","","","Mitragotri, 1996","10.1023/A:1016096626810"
"Sucrose","OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","-8.075","","","epidermis","heat separation","","","0","37","7.5","PBS with sodium azide","37","7.5","PBS with sodium azide","Glass diffusion cell","","dual permeation study: sucrose and raffinose","Peck, 1994","10.1023/A:1018998529283"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.477","Cadaver","abdomen","epidermis","heat separation","-20","","0","37","7.4","Citrate-phosphate buffer","37","7.4","","Glass diffusion cell","","","Roy, 1989","10.1023/A:1015944018555"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.374","Cadaver","abdomen, thigh","epidermis","heat separation","-20","","0","37","7.4","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-6.894","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","2.88","Citrate-phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-6.158","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","5.08","Citrate-phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.764","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","6.02","Citrate-phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.552","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","6.95","Citrate-phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.36","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","7.43","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.193","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","7.95","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.082","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","8.52","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.018","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","9.04","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Sufentanil","COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC","-5.029","Cadaver","thigh","epidermis, dermis","dermatomed","-20","","0","37","9.37","Potassium phosphate buffer","37","7.4","","","","","Roy, 1990","10.1023/A:1015912932416"
"Terbinafine","CN(Cc1cccc2c1cccc2)CC=CC#CC(C)(C)C","-9.556","Cadaver","abdomen","epidermis, dermis","dermatomed 600um","-80","60","0","32","","Propylene glycol","","","PBS with ethanol","Franz cell","Jss=<0.01ug/(cm^2*h); c=1%","kp value givena as ""less than -9.572""; assuming that ""1% propylene glycol solution"" is 1% (w/v) solution (1g/100ml)","Schmook, 2001","10.1016/S0378-5173(00)00665-7"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.67","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.827","Cadaver","abdomen, chest, back","epidermis","heat separation","5","7","0","","","PBS","","7.4","PBS","Glass diffusion cell","","","Johnson, 1996","10.1021/js960079z"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-6.214","Cadaver","abdomen, back","epidermis","heat separation","4","7","0","25","","PBS","25","","PBS","Glass diffusion cell","","","Mitragotri, 1995","10.1002/jps.2600840607"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-6.214","","","epidermis","heat separation","","","0","","7.4","PBS","","7.4","PBS","Glass diffusion cell","","","Mitragotri, 2000","10.1023/A:1007547809430"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.856","Abdominoplasty or mammaplasty","abdomen, breast","epidermis, dermis","dermatomed 408um","-18","180","0","32","","PBS with ethanol","37","7.4","PBS","Franz cell","","","Qvist, 2000","10.1016/S0928-0987(00)00091-9"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-6.954","","","epidermis","","","","0","26","","","26","","","","","","Scheuplein, 1969","10.1038/jid.1969.9"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-6.626","","abdomen","dermis","heat separation","-20","","0","25","","","25","","","Glass diffusion cell","","kp value obtained using steady-state model I reported in publication","Siddiqui, 1989","10.1007/bf01061455"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.73","Cadaver","abdomen","epidermis, dermis","dermatomed 350um","","60","0","32","","","","","","Flow through cell","","donor applied as gel","Bronaugh, 1986","10.1111/j.1365-2133.1986.tb06214.x"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.489","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","2","PBS","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 0.32+-0.09 ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.476","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","6","PBS","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 0.33+-0.10 ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.489","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","11","PBS","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 0.32+-0.11ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.476","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","1","HCl/NaOH, KCl","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 0.33+-0.15 ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-5.596","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","2","HCl/NaOH, KCl","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 0.25+-0.06 ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-4.945","Cadaver","abdomen","epidermis, dermis","","-30","","0","37","12","HCl/NaOH, KCl","37","","NaCl, sodium azide, acetone","Flow through cell","Jss= 1.12+-0.40 ug/(cm^2*h); c=27.4 +-0.4 ug/ml","donor medium applied as suspention","Sznitowska, 2001","10.1016/s0168-3659(01)00443-6"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-6.898","Mammaplasty","breast","epidermis, dermis","dermatomed 330um, hydrated","","","0","32","","Ethanol/water (1:1 v/v)","37","7.4","Saline, 5% (w/v) bovine serum albumin, HCl","","Jss= 1.82±0.37ug/(cm^2*h); c=4mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Testosterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C","-7.903","Mammaplasty","breast","epidermis, dermis","","","","0","32","","Ethanol/water (1:1 v/v)","37","7.4","Saline, 5% (w/v) bovine serum albumin, HCl","","Jss= 0.18±0.04 ug/(cm^2*h); c=4mg/ml","","Wilkinson, 2006","10.1007/s00420-005-0056-5"
"Theophylline","Cn1c(=O)n(C)c2c(c1=O)[nH]cn2","-7.125","Cadaver","thigh","epidermis, dermis","dermatomed 300um","4","28","0","37","7.35","Water","37","7.4","PBS with sodium azide","Franz cell","","","Dolezal, 1993","10.1023/A:1018914806761"
